Hour,VMT (Veh-Miles),VHT (Veh-Hours),# Lane Points,% Observed
5/1/2023 13:00,"22,857,535.30","384,367.10",431880,52.60
5/1/2023 14:00,"24,593,131.50","424,571.40",431880,52.50
5/1/2023 15:00,"25,370,532.50","469,837.40",431880,52.60
5/1/2023 16:00,"25,329,534.80","487,971.90",431628,52.60
5/1/2023 17:00,"24,789,463.50","472,147.50",431880,52.60
5/1/2023 18:00,"21,014,428.40","355,701.90",431875,52.60
5/1/2023 19:00,"16,777,243.50","259,790.00",431874,52.60
5/1/2023 20:00,"13,890,742.40","213,874.00",431880,52.30
5/1/2023 21:00,"11,646,557.70","175,523.90",431880,52.40
5/1/2023 22:00,"9,154,569.40","138,127.50",431880,52.40
5/1/2023 23:00,"6,447,910.70","97,609.70",431628,52.40
5/2/2023 0:00,"4,538,232.90","68,695.80",431878,55.70
5/2/2023 1:00,"3,479,734.60","53,024.10",431904,55.70
5/2/2023 2:00,"3,342,427.00","51,050.40",431976,55.70
5/2/2023 3:00,"4,362,006.90","66,238.70",431724,55.60
5/2/2023 4:00,"7,981,425.00","120,383.90",431970,55.60
5/2/2023 5:00,"14,570,323.90","220,753.10",431976,55.50
5/2/2023 6:00,"20,040,479.20","347,543.70",431976,55.50
5/2/2023 7:00,"23,826,441.80","454,107.90",431976,55.70
5/2/2023 8:00,"23,180,528.60","460,158.50",431976,55.90
5/2/2023 9:00,"21,133,308.90","391,354.50",431970,56.00
5/2/2023 10:00,"20,392,372.10","355,611.10",431976,55.90
5/2/2023 11:00,"20,358,614.70","346,370.30",431976,55.90
5/2/2023 12:00,"21,084,061.20","355,241.30",431940,55.90
5/2/2023 13:00,"22,135,578.40","373,137.50",431904,55.90
5/2/2023 14:00,"24,140,573.90","422,823.70",431904,55.90
5/2/2023 15:00,"25,098,034.40","476,380.90",431904,55.90
5/2/2023 16:00,"25,089,701.30","501,776.30",431904,55.70
5/2/2023 17:00,"24,610,251.60","498,516.60",431904,55.50
5/2/2023 18:00,"21,289,081.30","384,153.40",431898,55.80
5/2/2023 19:00,"17,024,734.50","269,953.10",431898,55.80
5/2/2023 20:00,"14,122,531.00","217,738.20",431904,55.70
5/2/2023 21:00,"12,013,067.10","180,772.90",431904,55.80
5/2/2023 22:00,"9,729,859.50","146,345.90",431904,55.80
5/2/2023 23:00,"6,626,335.40","100,438.40",431652,55.80
5/3/2023 0:00,"4,550,048.90","68,839.60",431886,55.70
5/3/2023 1:00,"3,515,233.20","53,530.10",431904,55.70
5/3/2023 2:00,"3,366,594.10","51,308.60",431904,55.70
5/3/2023 3:00,"4,335,170.20","65,592.60",431904,55.70
5/3/2023 4:00,"7,991,806.10","119,928.40",431898,55.50
5/3/2023 5:00,"14,903,103.70","224,040.00",431856,55.50
5/3/2023 6:00,"20,267,295.30","347,209.90",431892,55.50
5/3/2023 7:00,"23,953,488.40","454,688.20",431850,55.70
5/3/2023 8:00,"23,247,180.00","460,850.30",431838,55.30
5/3/2023 9:00,"21,534,593.70","399,042.70",431856,55.80
5/3/2023 10:00,"20,800,864.30","360,117.30",431844,55.80
5/3/2023 11:00,"20,957,383.60","355,704.50",431862,55.80
5/3/2023 12:00,"21,810,478.80","365,635.10",431832,55.90
5/3/2023 13:00,"22,764,705.00","384,659.60",431850,55.90
5/3/2023 14:00,"24,447,199.70","431,839.60",431844,55.90
5/3/2023 15:00,"25,157,360.60","481,747.80",431838,55.90
5/3/2023 16:00,"25,334,347.90","513,041.50",431838,55.80
5/3/2023 17:00,"25,050,341.70","509,724.00",431839,55.80
5/3/2023 18:00,"21,895,264.50","394,601.20",431838,55.80
5/3/2023 19:00,"17,751,817.40","281,094.10",431832,55.80
5/3/2023 20:00,"14,978,612.20","230,088.30",431862,55.60
5/3/2023 21:00,"12,625,137.20","189,134.80",431850,55.70
5/3/2023 22:00,"9,648,359.80","144,376.10",431862,55.70
5/3/2023 23:00,"6,763,224.30","101,793.20",431598,55.80
5/4/2023 0:00,"4,671,407.80","70,634.80",431856,56.00
5/4/2023 1:00,"3,565,580.50","54,354.70",431886,56.00
5/4/2023 2:00,"3,435,989.60","52,523.80",431904,56.00
5/4/2023 3:00,"4,430,725.40","67,369.90",431892,55.90
5/4/2023 4:00,"7,941,989.20","120,837.90",431850,55.80
5/4/2023 5:00,"14,289,646.50","220,633.50",431862,55.70
5/4/2023 6:00,"19,518,282.80","343,887.50",431862,55.70
5/4/2023 7:00,"23,467,731.00","453,032.60",431880,55.80
5/4/2023 8:00,"23,105,799.10","460,360.00",431886,55.90
5/4/2023 9:00,"21,227,801.20","392,716.50",431862,56.10
5/4/2023 10:00,"20,843,390.60","364,354.50",431880,56.10
5/4/2023 11:00,"21,170,289.90","359,505.40",431874,56.00
5/4/2023 12:00,"22,180,991.30","373,858.00",431856,56.00
5/4/2023 13:00,"23,226,226.20","393,592.70",431850,55.80
5/4/2023 14:00,"25,100,587.40","442,156.70",431856,56.00
5/4/2023 15:00,"25,734,814.40","489,476.30",431856,56.00
5/4/2023 16:00,"25,584,139.00","509,458.60",431832,56.00
5/4/2023 17:00,"25,106,043.50","507,207.90",431850,55.90
5/4/2023 18:00,"21,990,835.00","396,970.20",431856,55.60
5/4/2023 19:00,"18,210,888.00","290,378.40",431844,56.00
5/4/2023 20:00,"15,494,167.10","239,676.30",431904,55.60
5/4/2023 21:00,"13,605,749.60","203,959.50",431862,55.50
5/4/2023 22:00,"10,611,087.60","158,704.00",431838,55.60
5/4/2023 23:00,"7,424,389.60","111,670.70",431604,55.40
5/5/2023 0:00,"5,153,860.60","77,816.40",431844,55.90
5/5/2023 1:00,"3,930,610.60","59,611.60",431862,55.70
5/5/2023 2:00,"3,705,949.10","56,446.10",431898,56.00
5/5/2023 3:00,"4,506,384.00","68,103.20",431892,55.50
5/5/2023 4:00,"7,856,879.60","117,487.90",431880,55.40
5/5/2023 5:00,"14,121,281.80","212,021.80",431880,55.40
5/5/2023 6:00,"19,433,902.30","322,152.90",431886,55.30
5/5/2023 7:00,"23,376,773.80","411,698.70",431880,55.80
5/5/2023 8:00,"23,225,058.30","411,711.90",431874,56.20
5/5/2023 9:00,"21,997,343.60","379,329.00",431892,56.30
5/5/2023 10:00,"22,408,934.50","383,323.70",431856,56.30
5/5/2023 11:00,"23,336,401.70","402,230.80",431856,56.30
5/5/2023 12:00,"24,259,072.00","423,396.00",431874,56.30
5/5/2023 13:00,"25,076,849.00","449,877.60",431898,56.30
5/5/2023 14:00,"26,205,865.10","498,877.10",431940,56.30
5/5/2023 15:00,"26,436,679.60","536,120.60",431910,56.20
5/5/2023 16:00,"26,159,138.40","540,808.20",431874,56.20
5/5/2023 17:00,"25,584,581.80","514,157.10",431838,56.20
5/5/2023 18:00,"23,425,630.60","421,004.70",431844,56.10
5/5/2023 19:00,"20,321,409.90","326,931.40",431832,55.80
5/5/2023 20:00,"17,576,641.40","274,359.10",431862,56.10
5/5/2023 21:00,"15,702,219.20","236,838.80",431844,55.90
5/5/2023 22:00,"13,312,963.60","200,912.30",431886,55.80
5/5/2023 23:00,"9,824,780.80","148,460.20",431652,55.80
5/6/2023 0:00,"6,855,005.30","102,891.90",431880,56.00
5/6/2023 1:00,"5,052,441.90","76,061.30",431904,56.00
5/6/2023 2:00,"4,300,509.20","64,756.60",431904,56.00
5/6/2023 3:00,"3,887,051.40","58,737.80",431904,55.90
5/6/2023 4:00,"4,665,665.70","70,330.70",431904,55.90
5/6/2023 5:00,"7,048,306.90","105,391.50",431904,55.70
5/6/2023 6:00,"10,844,418.70","163,826.50",431904,55.50
5/6/2023 7:00,"14,868,333.40","227,417.80",431904,50.70
5/6/2023 8:00,"18,390,747.70","284,538.10",431652,49.10
5/6/2023 9:00,"21,399,137.70","337,651.00",431904,49.10
5/6/2023 10:00,"23,282,185.50","379,103.80",431904,51.40
5/6/2023 11:00,"24,393,314.40","408,841.80",431894,56.10
5/6/2023 12:00,"24,883,458.10","425,258.50",431904,56.10
5/6/2023 13:00,"24,898,694.60","429,927.10",431904,56.10
5/6/2023 14:00,"24,939,059.80","435,557.70",431904,56.10
5/6/2023 15:00,"24,764,203.20","434,405.00",431904,56.10
5/6/2023 16:00,"24,370,458.30","424,319.20",431904,56.10
5/6/2023 17:00,"23,384,093.40","397,450.20",431904,56.00
5/6/2023 18:00,"21,229,435.10","340,760.70",431898,56.00
5/6/2023 19:00,"18,573,240.30","284,810.50",431898,56.00
5/6/2023 20:00,"16,802,954.30","258,466.50",431904,55.90
5/6/2023 21:00,"16,157,132.10","241,783.30",431652,55.80
5/6/2023 22:00,"14,642,339.00","218,993.10",431652,55.80
5/6/2023 23:00,"11,198,656.60","166,855.90",431652,55.80
5/7/2023 0:00,"7,530,032.10","112,345.00",431628,55.80
5/7/2023 1:00,"5,112,892.70","76,539.10",431904,55.90
5/7/2023 2:00,"3,977,700.80","59,615.30",431904,55.90
5/7/2023 3:00,"3,283,458.00","49,524.80",431652,55.80
5/7/2023 4:00,"3,485,917.10","52,460.10",431904,55.80
5/7/2023 5:00,"4,794,993.80","71,783.90",431898,55.70
5/7/2023 6:00,"7,232,174.60","107,639.90",431904,55.80
5/7/2023 7:00,"9,931,418.20","148,643.50",431652,55.90
5/7/2023 8:00,"13,545,233.70","203,786.60",431898,55.90
5/7/2023 9:00,"18,059,209.40","276,124.80",431904,55.90
5/7/2023 10:00,"21,752,787.80","340,776.40",431904,55.90
5/7/2023 11:00,"23,567,431.10","380,816.50",431904,55.90
5/7/2023 12:00,"24,482,727.40","407,768.90",431904,55.90
5/7/2023 13:00,"24,868,900.80","421,841.70",431899,55.90
5/7/2023 14:00,"24,732,391.80","419,595.50",431904,55.90
5/7/2023 15:00,"24,379,643.10","409,441.90",431904,55.90
5/7/2023 16:00,"23,882,213.30","397,014.10",431904,55.90
5/7/2023 17:00,"22,961,558.80","375,135.70",431904,55.90
5/7/2023 18:00,"21,316,674.60","339,444.80",431904,55.90
5/7/2023 19:00,"19,343,849.10","303,602.00",431904,55.90
5/7/2023 20:00,"17,705,473.30","280,344.80",431892,55.80
5/7/2023 21:00,"15,036,624.40","226,044.70",431880,55.80
5/7/2023 22:00,"11,330,291.70","168,560.70",431892,55.80
5/7/2023 23:00,"7,568,159.30","113,282.00",431604,55.80
5/8/2023 0:00,"4,975,245.90","74,801.30",431862,55.70
5/8/2023 1:00,"3,614,915.90","54,850.10",431856,55.80
5/8/2023 2:00,"3,328,978.50","50,632.60",431844,55.70
5/8/2023 3:00,"4,359,827.90","65,836.40",431832,55.70
5/8/2023 4:00,"8,139,024.30","121,685.10",431844,55.60
5/8/2023 5:00,"14,776,932.20","220,640.80",431832,55.50
5/8/2023 6:00,"20,086,963.20","337,870.80",431886,55.50
5/8/2023 7:00,"23,764,974.10","432,402.20",431838,55.60
5/8/2023 8:00,"22,898,758.00","428,669.00",431844,55.80
5/8/2023 9:00,"20,944,327.30","371,554.30",431838,55.80
5/8/2023 10:00,"20,688,361.00","354,751.80",431838,55.80
5/8/2023 11:00,"21,081,803.10","356,346.80",431850,55.70
5/8/2023 12:00,"21,789,520.20","364,891.40",431832,55.80
5/8/2023 13:00,"22,616,390.30","380,884.10",431862,55.50
5/8/2023 14:00,"24,485,362.80","424,211.50",431904,55.40
5/8/2023 15:00,"25,316,061.50","472,373.40",431904,55.50
5/8/2023 16:00,"25,259,938.00","489,027.60",431904,55.50
5/8/2023 17:00,"24,699,443.70","468,030.20",431904,55.50
5/8/2023 18:00,"20,832,194.20","350,971.30",431904,55.50
5/8/2023 19:00,"16,568,564.80","255,758.10",431904,55.60
5/8/2023 20:00,"13,853,135.60","212,402.20",431904,55.40
5/8/2023 21:00,"11,708,020.40","176,351.60",431904,55.40
5/8/2023 22:00,"9,336,984.30","140,555.30",431904,55.40
5/8/2023 23:00,"6,496,099.80","98,035.30",431652,55.50
5/9/2023 0:00,"4,502,719.50","68,159.80",431578,55.60
5/9/2023 1:00,"3,527,333.50","53,678.20",431904,55.70
5/9/2023 2:00,"3,406,651.90","51,980.20",431904,55.70
5/9/2023 3:00,"4,393,388.80","66,524.90",431904,55.60
5/9/2023 4:00,"8,092,393.50","121,175.50",431888,55.50
5/9/2023 5:00,"15,050,509.70","225,221.70",431904,55.40
5/9/2023 6:00,"20,551,930.50","350,501.80",431904,55.40
5/9/2023 7:00,"24,347,600.00","453,604.30",431904,55.60
5/9/2023 8:00,"23,515,451.40","455,667.50",431904,55.40
5/9/2023 9:00,"21,491,028.20","389,279.10",431904,55.70
5/9/2023 10:00,"20,667,722.10","354,747.20",431904,55.60
5/9/2023 11:00,"20,748,452.30","349,603.50",431904,55.60
5/9/2023 12:00,"21,470,264.70","358,428.90",431904,55.60
5/9/2023 13:00,"22,534,395.00","377,389.10",431904,55.60
5/9/2023 14:00,"24,570,784.20","427,771.40",431904,55.60
5/9/2023 15:00,"25,363,344.80","483,005.60",431904,55.60
5/9/2023 16:00,"25,319,393.10","511,669.20",431904,55.60
5/9/2023 17:00,"24,844,887.80","504,915.00",431899,55.70
5/9/2023 18:00,"21,694,564.90","391,683.40",431899,55.60
5/9/2023 19:00,"17,709,884.20","280,928.10",431904,55.60
5/9/2023 20:00,"14,732,191.00","226,722.30",431899,55.50
5/9/2023 21:00,"12,501,492.00","188,031.70",431904,55.40
5/9/2023 22:00,"9,659,364.10","145,178.10",431904,55.40
5/9/2023 23:00,"6,757,787.60","101,983.70",431652,55.40
5/10/2023 0:00,"4,717,392.80","71,117.10",431830,55.50
5/10/2023 1:00,"3,571,791.40","54,291.10",431880,55.60
5/10/2023 2:00,"3,407,356.30","52,029.80",431880,55.50
5/10/2023 3:00,"4,445,931.60","67,473.40",431880,55.40
5/10/2023 4:00,"8,194,119.30","123,093.90",431880,55.40
5/10/2023 5:00,"15,117,919.70","226,623.70",431833,55.20
5/10/2023 6:00,"20,544,204.10","351,352.00",431880,55.20
5/10/2023 7:00,"24,332,449.10","456,725.70",431755,55.40
5/10/2023 8:00,"23,710,177.00","460,295.40",431866,55.50
5/10/2023 9:00,"22,007,441.30","397,202.90",431880,37.90
5/10/2023 10:00,"21,411,292.70","365,383.30",431628,29.00
5/10/2023 11:00,"21,321,738.00","362,748.20",431880,53.40
5/10/2023 12:00,"22,099,441.90","373,920.70",431880,52.80
5/10/2023 13:00,"23,190,699.00","394,705.40",431859,53.30
5/10/2023 14:00,"24,948,728.00","445,642.80",431832,55.60
5/10/2023 15:00,"25,588,888.10","498,946.30",431816,55.60
5/10/2023 16:00,"25,596,779.20","529,970.70",431864,55.60
5/10/2023 17:00,"25,195,791.00","528,672.40",431800,55.60
5/10/2023 18:00,"22,214,760.10","414,721.10",431784,55.60
5/10/2023 19:00,"18,322,310.20","297,600.90",431848,55.50
5/10/2023 20:00,"15,421,710.50","238,119.40",431800,55.20
5/10/2023 21:00,"13,235,853.00","199,764.50",431752,55.40
5/10/2023 22:00,"10,459,628.50","157,299.50",431847,55.40
5/10/2023 23:00,"7,226,620.50","108,964.10",431803,55.40
5/11/2023 0:00,"4,967,073.10","74,845.00",431836,55.50
5/11/2023 1:00,"3,749,348.80","56,984.00",431869,55.50
5/11/2023 2:00,"3,549,720.70","54,129.30",431910,55.50
5/11/2023 3:00,"4,545,022.10","68,702.20",431880,55.40
5/11/2023 4:00,"8,275,546.60","123,255.30",431768,55.40
5/11/2023 5:00,"15,153,606.50","226,091.80",431735,55.30
5/11/2023 6:00,"20,666,304.90","350,797.90",431766,55.30
5/11/2023 7:00,"24,490,353.40","452,616.70",431816,55.50
5/11/2023 8:00,"23,891,352.60","454,371.70",431751,55.50
5/11/2023 9:00,"22,141,744.20","396,919.00",431709,55.60
5/11/2023 10:00,"21,628,241.50","372,257.70",431724,55.60
5/11/2023 11:00,"21,991,977.10","373,491.70",431625,55.60
5/11/2023 12:00,"22,753,639.30","385,394.80",431703,55.60
5/11/2023 13:00,"23,625,501.80","404,747.60",431721,55.50
5/11/2023 14:00,"25,142,909.10","456,443.60",431740,55.40
5/11/2023 15:00,"25,869,670.40","516,387.60",431835,54.90
5/11/2023 16:00,"25,705,114.90","543,568.90",431781,55.40
5/11/2023 17:00,"25,283,371.10","542,100.90",431781,55.40
5/11/2023 18:00,"22,667,267.90","427,406.30",431781,55.40
5/11/2023 19:00,"19,360,955.00","317,438.60",431770,55.40
5/11/2023 20:00,"16,734,741.40","261,341.50",431788,55.20
5/11/2023 21:00,"14,330,863.00","216,696.70",431792,55.30
5/11/2023 22:00,"11,077,362.60","167,115.10",431805,55.30
5/11/2023 23:00,"7,823,785.90","117,709.50",431532,55.30
5/12/2023 0:00,"5,368,031.50","80,900.80",431409,55.60
5/12/2023 1:00,"4,029,219.60","61,120.10",431792,55.60
5/12/2023 2:00,"3,748,007.70","56,943.70",431582,55.60
5/12/2023 3:00,"4,566,426.90","69,081.40",431832,55.60
5/12/2023 4:00,"7,968,461.30","118,882.90",431554,55.50
5/12/2023 5:00,"14,369,177.00","214,993.50",431756,55.40
5/12/2023 6:00,"19,778,566.30","324,708.40",431762,55.50
5/12/2023 7:00,"23,696,590.90","408,842.10",431684,55.60
5/12/2023 8:00,"23,449,898.70","409,716.30",431736,55.70
5/12/2023 9:00,"22,351,095.90","380,585.40",431632,55.70
5/12/2023 10:00,"22,738,844.80","388,741.50",431716,55.70
5/12/2023 11:00,"23,574,547.00","409,689.90",431516,55.60
5/12/2023 12:00,"24,504,177.80","435,525.10",431506,55.70
5/12/2023 13:00,"25,246,761.90","462,059.50",431519,55.70
5/12/2023 14:00,"26,293,536.10","514,323.10",431581,55.70
5/12/2023 15:00,"26,326,768.30","553,401.60",431545,55.70
5/12/2023 16:00,"25,932,902.50","553,796.50",431493,55.70
5/12/2023 17:00,"25,948,843.70","536,963.20",431530,55.70
5/12/2023 18:00,"23,866,004.70","437,175.10",431452,55.70
5/12/2023 19:00,"20,908,179.80","340,766.00",431453,55.60
5/12/2023 20:00,"18,274,976.90","285,913.30",431494,55.50
5/12/2023 21:00,"16,175,933.30","243,665.20",431498,55.30
5/12/2023 22:00,"14,150,471.60","212,315.50",431654,55.20
5/12/2023 23:00,"10,546,838.60","158,261.50",431711,55.40
5/13/2023 0:00,"7,214,825.50","108,380.60",431360,55.60
5/13/2023 1:00,"5,108,707.80","76,992.90",431580,55.60
5/13/2023 2:00,"4,324,450.00","65,215.40",431814,55.60
5/13/2023 3:00,"3,952,840.70","59,808.50",431808,55.60
5/13/2023 4:00,"4,767,465.40","71,677.50",431574,55.70
5/13/2023 5:00,"7,247,952.70","108,103.50",431562,55.60
5/13/2023 6:00,"11,169,894.50","168,396.20",431556,55.60
5/13/2023 7:00,"15,399,925.60","234,844.80",431808,55.70
5/13/2023 8:00,"19,326,807.40","298,391.20",431820,55.70
5/13/2023 9:00,"22,625,256.20","360,540.40",431814,55.80
5/13/2023 10:00,"24,648,979.80","412,729.40",431808,55.80
5/13/2023 11:00,"25,484,129.40","450,103.30",431568,55.80
5/13/2023 12:00,"25,572,570.80","467,283.50",431814,55.80
5/13/2023 13:00,"25,535,309.30","472,748.60",431809,55.80
5/13/2023 14:00,"25,508,824.50","474,038.80",431803,55.80
5/13/2023 15:00,"25,314,495.80","471,084.90",431814,55.80
5/13/2023 16:00,"24,862,670.20","457,811.70",431814,55.80
5/13/2023 17:00,"24,040,254.50","430,438.90",431809,55.80
5/13/2023 18:00,"22,523,387.70","384,628.90",431778,55.80
5/13/2023 19:00,"20,154,687.80","326,015.00",431808,55.70
5/13/2023 20:00,"18,356,126.00","290,088.90",431815,55.60
5/13/2023 21:00,"17,369,138.70","263,263.00",431814,55.60
5/13/2023 22:00,"15,414,768.40","231,813.40",431814,55.60
5/13/2023 23:00,"11,734,826.50","175,425.70",431568,55.60
5/14/2023 0:00,"7,987,246.10","119,296.40",431684,55.50
5/14/2023 1:00,"5,494,716.40","82,331.80",431820,55.60
5/14/2023 2:00,"4,221,733.40","63,393.60",431814,55.50
5/14/2023 3:00,"3,385,016.40","51,135.00",431808,55.50
5/14/2023 4:00,"3,469,769.90","52,365.40",431814,55.50
5/14/2023 5:00,"4,681,026.60","70,307.30",431756,55.50
5/14/2023 6:00,"6,889,025.20","102,975.30",431826,55.60
5/14/2023 7:00,"9,533,198.40","142,563.20",431820,55.60
5/14/2023 8:00,"13,479,167.70","202,395.20",431820,55.60
5/14/2023 9:00,"18,596,699.60","283,461.80",431814,55.70
5/14/2023 10:00,"22,586,937.40","356,885.90",431814,55.70
5/14/2023 11:00,"24,435,941.00","406,829.10",431814,55.70
5/14/2023 12:00,"25,205,868.50","435,480.00",431808,55.60
5/14/2023 13:00,"25,136,553.20","444,912.40",431814,55.70
5/14/2023 14:00,"24,870,872.30","438,009.00",431808,55.70
5/14/2023 15:00,"24,554,304.00","427,380.70",431804,55.70
5/14/2023 16:00,"24,220,039.10","418,005.10",431814,55.60
5/14/2023 17:00,"23,395,992.70","397,561.30",431826,55.70
5/14/2023 18:00,"22,175,095.90","364,526.20",431809,55.70
5/14/2023 19:00,"20,733,676.60","334,834.10",431826,55.50
5/14/2023 20:00,"19,283,007.00","314,130.50",431820,55.40
5/14/2023 21:00,"16,805,173.10","259,071.90",431803,55.40
5/14/2023 22:00,"12,292,839.40","184,305.50",431826,55.50
5/14/2023 23:00,"7,946,817.20","118,688.30",431562,55.40
5/15/2023 0:00,"5,157,494.90","77,115.70",431706,55.30
5/15/2023 1:00,"3,764,932.30","56,637.90",431820,55.40
5/15/2023 2:00,"3,433,684.50","52,008.20",431814,55.40
5/15/2023 3:00,"4,479,673.60","67,565.50",431814,55.30
5/15/2023 4:00,"8,299,289.40","123,967.30",431826,55.20
5/15/2023 5:00,"14,917,174.20","223,686.70",431808,55.20
5/15/2023 6:00,"20,073,485.40","338,651.50",431814,55.30
5/15/2023 7:00,"23,671,222.90","430,198.60",431803,55.40
5/15/2023 8:00,"23,275,885.80","429,355.40",431814,55.40
5/15/2023 9:00,"21,343,252.10","370,817.00",431808,55.40
5/15/2023 10:00,"21,109,975.80","357,682.40",431803,55.50
5/15/2023 11:00,"21,494,116.80","362,159.60",431826,55.50
5/15/2023 12:00,"22,202,793.00","373,287.10",431814,55.50
5/15/2023 13:00,"23,029,094.00","389,897.40",431808,55.50
5/15/2023 14:00,"24,755,585.90","434,482.80",431814,55.50
5/15/2023 15:00,"25,506,135.90","481,905.70",431826,55.50
5/15/2023 16:00,"25,351,805.70","495,401.90",431814,55.40
5/15/2023 17:00,"24,812,191.80","479,117.60",431808,55.40
5/15/2023 18:00,"21,076,548.20","359,540.40",431808,55.40
5/15/2023 19:00,"17,099,071.80","265,095.30",431808,55.40
5/15/2023 20:00,"14,406,683.90","221,400.00",431814,55.30
5/15/2023 21:00,"12,244,125.90","183,903.10",431808,55.30
5/15/2023 22:00,"9,536,034.50","143,273.90",431808,55.30
5/15/2023 23:00,"6,763,435.20","101,900.30",431820,55.30
5/16/2023 0:00,"4,753,144.30","71,907.80",431705,55.40
5/16/2023 1:00,"3,651,192.80","55,655.10",431808,55.40
5/16/2023 2:00,"3,465,163.20","52,945.70",431808,55.40
5/16/2023 3:00,"4,495,036.00","68,198.50",431814,55.30
5/16/2023 4:00,"8,251,297.40","123,701.80",431788,55.20
5/16/2023 5:00,"15,070,651.10","226,383.50",431562,55.10
5/16/2023 6:00,"20,481,257.40","351,640.10",431808,55.20
5/16/2023 7:00,"24,181,545.50","459,315.70",431808,55.30
5/16/2023 8:00,"23,454,039.10","466,487.40",431808,55.30
5/16/2023 9:00,"21,501,244.90","398,914.60",431808,55.40
5/16/2023 10:00,"20,928,521.30","363,830.70",431814,55.30
5/16/2023 11:00,"20,995,229.80","356,222.30",431809,55.40
5/16/2023 12:00,"21,647,675.50","364,944.60",431808,55.40
5/16/2023 13:00,"22,649,473.60","382,632.70",431856,51.30
5/16/2023 14:00,"24,455,640.50","430,716.60",431880,48.40
5/16/2023 15:00,"25,154,493.60","485,822.70",431880,48.40
5/16/2023 16:00,"25,060,038.50","510,448.00",431880,48.30
5/16/2023 17:00,"24,560,986.60","506,521.10",431880,48.40
5/16/2023 18:00,"21,440,650.10","394,124.80",431628,48.20
5/16/2023 19:00,"17,605,254.00","281,503.50",431880,48.30
5/16/2023 20:00,"14,901,599.70","229,072.00",431880,48.20
5/16/2023 21:00,"12,712,236.40","190,394.80",431880,48.10
5/16/2023 22:00,"9,948,692.80","148,749.30",431880,48.30
5/16/2023 23:00,"6,971,103.30","104,450.20",431880,48.30
5/17/2023 0:00,"4,729,972.10","71,045.10",431880,48.40
5/17/2023 1:00,"3,530,099.10","53,454.30",431880,48.40
5/17/2023 2:00,"3,320,336.10","50,391.70",431880,48.40
5/17/2023 3:00,"4,329,280.00","65,215.00",431628,48.30
5/17/2023 4:00,"8,208,467.10","122,273.60",431880,48.20
5/17/2023 5:00,"15,340,420.10","228,963.80",431880,48.20
5/17/2023 6:00,"20,676,143.00","352,710.90",431880,48.30
5/17/2023 7:00,"24,237,039.70","456,813.00",431880,48.40
5/17/2023 8:00,"23,645,901.40","463,606.20",431880,48.40
5/17/2023 9:00,"21,833,146.40","402,258.80",431880,48.40
5/17/2023 10:00,"21,213,340.90","369,511.20",431880,48.40
5/17/2023 11:00,"21,444,671.70","365,038.80",431880,48.20
5/17/2023 12:00,"22,164,912.70","374,403.20",431880,48.20
5/17/2023 13:00,"23,111,706.60","392,644.70",431875,48.20
5/17/2023 14:00,"24,846,940.60","441,362.50",431856,48.30
5/17/2023 15:00,"25,394,740.90","490,096.40",431808,48.30
5/17/2023 16:00,"25,340,825.00","518,081.00",431814,48.30
5/17/2023 17:00,"24,915,334.30","520,381.80",431798,48.30
5/17/2023 18:00,"22,017,348.30","408,138.50",431551,48.30
5/17/2023 19:00,"18,365,927.30","295,654.40",431803,48.20
5/17/2023 20:00,"15,709,771.70","241,964.70",431808,48.10
5/17/2023 21:00,"13,330,252.40","199,948.70",431563,48.10
5/17/2023 22:00,"10,279,175.40","153,652.30",431808,48.10
5/17/2023 23:00,"7,190,655.90","107,454.40",431580,48.10
5/18/2023 0:00,"4,891,182.10","73,214.60",431749,48.50
5/18/2023 1:00,"3,642,064.90","54,867.30",431808,48.50
5/18/2023 2:00,"3,452,324.60","52,198.40",431808,48.50
5/18/2023 3:00,"4,457,090.50","67,017.40",431814,48.50
5/18/2023 4:00,"8,278,027.20","123,030.20",431814,48.40
5/18/2023 5:00,"15,262,633.80","227,670.50",431808,48.30
5/18/2023 6:00,"20,611,120.70","349,732.50",431820,48.40
5/18/2023 7:00,"24,183,546.10","449,748.70",431820,48.50
5/18/2023 8:00,"23,729,313.90","456,869.50",431826,48.50
5/18/2023 9:00,"22,049,830.20","400,241.30",431808,48.30
5/18/2023 10:00,"21,646,177.50","375,735.20",431814,47.90
5/18/2023 11:00,"21,961,277.50","374,582.30",431815,48.60
5/18/2023 12:00,"22,725,720.00","385,520.50",431820,48.60
5/18/2023 13:00,"23,825,776.80","408,455.00",431814,48.60
5/18/2023 14:00,"25,339,132.80","458,143.50",431815,48.60
5/18/2023 15:00,"25,769,011.40","511,595.00",431808,48.60
5/18/2023 16:00,"25,518,686.50","535,300.20",431820,48.60
5/18/2023 17:00,"25,114,411.20","535,670.80",431610,39.80
5/18/2023 18:00,"22,451,722.80","422,935.70",431610,33.50
5/18/2023 19:00,"19,152,016.00","310,289.30",431604,33.50
5/18/2023 20:00,"16,638,370.80","257,004.20",431610,33.30
5/18/2023 21:00,"14,379,052.40","215,085.40",431610,33.30
5/18/2023 22:00,"11,212,255.30","167,501.70",431358,33.30
5/18/2023 23:00,"7,856,620.60","116,964.20",431352,33.30
5/19/2023 0:00,"5,326,082.40","79,832.60",431485,40.60
5/19/2023 1:00,"3,948,655.40","59,540.10",431604,40.60
5/19/2023 2:00,"3,642,099.20","55,202.30",431628,40.60
5/19/2023 3:00,"4,479,662.10","67,558.10",431622,40.50
